order,Delay,Test.Time,Participant.Private.ID,lure_word,original_response,lure_recalled
1868,delay,AM,7797669,rough,NA,0
1869,delay,AM,7797669,needle,NA,0
1870,delay,AM,7797669,rubbish,NA,0
1871,delay,AM,7797669,anger,anger,1
1872,delay,AM,7797669,soft,NA,0
1873,delay,AM,7797669,city,NA,0
1874,delay,AM,7797669,cup,NA,0
1875,delay,AM,7797669,cold,NA,0
1876,delay,AM,7797669,mountain,NA,0
1877,delay,AM,7797669,slow,NA,0
1878,delay,AM,7797669,river,river,1
1879,delay,AM,7797669,spider,NA,0
1880,delay,AM,7797669,foot,feet,1
1881,delay,AM,7669808,window,NA,0
1882,delay,AM,7669808,sleep,NA,0
1883,delay,AM,7669808,doctor,NA,0
1884,delay,AM,7669808,smell,NA,0
1885,delay,AM,7669808,chair,NA,0
1886,delay,AM,7669808,smoke,NA,0
1887,delay,AM,7669808,sweet,NA,0
1888,delay,AM,7669808,rough,NA,0
1889,delay,AM,7669808,needle,NA,0
1890,delay,AM,7669808,rubbish,NA,0
1891,delay,AM,7669808,anger,NA,0
1892,delay,AM,7669808,soft,NA,0
1893,delay,AM,7669808,city,NA,0
1894,delay,AM,7669808,cup,NA,0
1895,delay,AM,7669808,cold,NA,0
1896,delay,AM,7669808,mountain,NA,0
1897,delay,AM,7669808,slow,NA,0
1898,delay,AM,7669808,river,NA,0
1899,delay,AM,7669808,spider,NA,0
1900,delay,AM,7669808,foot,NA,0
1901,delay,AM,7663710,window,NA,0
1902,delay,AM,7663710,sleep,NA,0
1903,delay,AM,7663710,doctor,NA,0
1904,delay,AM,7663710,smell,NA,0
1905,delay,AM,7663710,chair,NA,0
1906,delay,AM,7663710,smoke,NA,0
1907,delay,AM,7663710,sweet,NA,0
1908,delay,AM,7663710,rough,NA,0
1909,delay,AM,7663710,needle,NA,0
1910,delay,AM,7663710,rubbish,NA,0
1911,delay,AM,7663710,anger,NA,0
1912,delay,AM,7663710,soft,NA,0
1913,delay,AM,7663710,city,NA,0
1914,delay,AM,7663710,cup,NA,0
1915,delay,AM,7663710,cold,NA,0
1916,delay,AM,7663710,mountain,NA,0
1917,delay,AM,7663710,slow,NA,0
1918,delay,AM,7663710,river,NA,0
1919,delay,AM,7663710,spider,NA,0
1920,delay,AM,7663710,foot,NA,0
1921,delay,AM,7655741,window,NA,0
1922,delay,AM,7655741,sleep,NA,0
1923,delay,AM,7655741,doctor,NA,0
1924,delay,AM,7655741,smell,NA,0
1925,delay,AM,7655741,chair,NA,0
1926,delay,AM,7655741,smoke,NA,0
1927,delay,AM,7655741,sweet,NA,0
1928,delay,AM,7655741,rough,NA,0
1929,delay,AM,7655741,needle,NA,0
1930,delay,AM,7655741,rubbish,NA,0
1931,delay,AM,7655741,anger,NA,0
1932,delay,AM,7655741,soft,NA,0
1933,delay,AM,7655741,city,NA,0
1934,delay,AM,7655741,cup,NA,0
1935,delay,AM,7655741,cold,cold,1
1936,delay,AM,7655741,mountain,NA,0
1937,delay,AM,7655741,slow,NA,0
1938,delay,AM,7655741,river,NA,0
1939,delay,AM,7655741,spider,NA,0
1940,delay,AM,7655741,foot,NA,0
1941,delay,AM,7656128,window,NA,0
1942,delay,AM,7656128,sleep,NA,0
1943,delay,AM,7656128,doctor,NA,0
1944,delay,AM,7656128,smell,NA,0
1945,delay,AM,7656128,chair,chair,1
1946,delay,AM,7656128,smoke,NA,0
1947,delay,AM,7656128,sweet,NA,0
1948,delay,AM,7656128,rough,NA,0
1949,delay,AM,7656128,needle,NA,0
1950,delay,AM,7656128,rubbish,NA,0
1951,delay,AM,7656128,anger,NA,0
1952,delay,AM,7656128,soft,NA,0
1953,delay,AM,7656128,city,city,1
1954,delay,AM,7656128,cup,NA,0
1955,delay,AM,7656128,cold,NA,0
1956,delay,AM,7656128,mountain,NA,0
1957,delay,AM,7656128,slow,NA,0
1958,delay,AM,7656128,river,NA,0
1959,delay,AM,7656128,spider,NA,0
1960,delay,AM,7656128,foot,NA,0
1961,delay,AM,7655499,window,NA,0
1962,delay,AM,7655499,sleep,NA,0
1963,delay,AM,7655499,doctor,NA,0
1964,delay,AM,7655499,smell,smell,1
1965,delay,AM,7655499,chair,NA,0
1966,delay,AM,7655499,smoke,NA,0
1967,delay,AM,7655499,sweet,NA,0
1968,delay,AM,7655499,rough,rough,1
1969,delay,AM,7655499,needle,NA,0
1970,delay,AM,7655499,rubbish,NA,0
1971,delay,AM,7655499,anger,NA,0
1972,delay,AM,7655499,soft,NA,0
1973,delay,AM,7655499,city,NA,0
1974,delay,AM,7655499,cup,NA,0
1975,delay,AM,7655499,cold,NA,0
1976,delay,AM,7655499,mountain,NA,0
1977,delay,AM,7655499,slow,NA,0
1978,delay,AM,7655499,river,river,1
1979,delay,AM,7655499,spider,spider,1
1980,delay,AM,7655499,foot,foot,1
1981,delay,AM,7656073,window,NA,0
1982,delay,AM,7656073,sleep,NA,0
1983,delay,AM,7656073,doctor,doctor,1
1984,delay,AM,7656073,smell,NA,0
1985,delay,AM,7656073,chair,NA,0
1986,delay,AM,7656073,smoke,smoke,1
1987,delay,AM,7656073,sweet,NA,0
1988,delay,AM,7656073,rough,rough,1
1989,delay,AM,7656073,needle,NA,0
1990,delay,AM,7656073,rubbish,NA,0
1991,delay,AM,7656073,anger,NA,0
1992,delay,AM,7656073,soft,soft,1
1993,delay,AM,7656073,city,NA,0
1994,delay,AM,7656073,cup,NA,0
1995,delay,AM,7656073,cold,cold,1
1996,delay,AM,7656073,mountain,NA,0
1997,delay,AM,7656073,slow,NA,0
1998,delay,AM,7656073,river,NA,0
1999,delay,AM,7656073,spider,NA,0
2000,delay,AM,7656073,foot,NA,0
2001,delay,AM,7655966,window,NA,0
2002,delay,AM,7655966,sleep,NA,0
2003,delay,AM,7655966,doctor,NA,0
2004,delay,AM,7655966,smell,NA,0
2005,delay,AM,7655966,chair,NA,0
2006,delay,AM,7655966,smoke,NA,0
2007,delay,AM,7655966,sweet,NA,0
2008,delay,AM,7655966,rough,NA,0
2009,delay,AM,7655966,needle,NA,0
2010,delay,AM,7655966,rubbish,NA,0
2011,delay,AM,7655966,anger,NA,0
2012,delay,AM,7655966,soft,NA,0
2013,delay,AM,7655966,city,NA,0
2014,delay,AM,7655966,cup,NA,0
2015,delay,AM,7655966,cold,NA,0
2016,delay,AM,7655966,mountain,NA,0
2017,delay,AM,7655966,slow,NA,0
2018,delay,AM,7655966,river,NA,0
2019,delay,AM,7655966,spider,NA,0
2020,delay,AM,7655966,foot,NA,0
2021,delay,AM,7655778,window,NA,0
2022,delay,AM,7655778,sleep,NA,0
2023,delay,AM,7655778,doctor,NA,0
2024,delay,AM,7655778,smell,NA,0
2025,delay,AM,7655778,chair,NA,0
2026,delay,AM,7655778,smoke,smoke,1
2027,delay,AM,7655778,sweet,NA,0
2028,delay,AM,7655778,rough,NA,0
2029,delay,AM,7655778,needle,NA,0
2030,delay,AM,7655778,rubbish,rubbish,1
2031,delay,AM,7655778,anger,NA,0
2032,delay,AM,7655778,soft,NA,0
2033,delay,AM,7655778,city,NA,0
2034,delay,AM,7655778,cup,NA,0
2035,delay,AM,7655778,cold,cold,1
2036,delay,AM,7655778,mountain,NA,0
2037,delay,AM,7655778,slow,NA,0
2038,delay,AM,7655778,river,NA,0
2039,delay,AM,7655778,spider,NA,0
2040,delay,AM,7655778,foot,foot,1
2041,delay,AM,7656005,window,NA,0
2042,delay,AM,7656005,sleep,NA,0
2043,delay,AM,7656005,doctor,NA,0
2044,delay,AM,7656005,smell,NA,0
2045,delay,AM,7656005,chair,chair,1
2046,delay,AM,7656005,smoke,NA,0
2047,delay,AM,7656005,sweet,sweet,1
2048,delay,AM,7656005,rough,NA,0
2049,delay,AM,7656005,needle,NA,0
2050,delay,AM,7656005,rubbish,NA,0
2051,delay,AM,7656005,anger,NA,0
2052,delay,AM,7656005,soft,NA,0
2053,delay,AM,7656005,city,NA,0
2054,delay,AM,7656005,cup,NA,0
2055,delay,AM,7656005,cold,cold,1
2056,delay,AM,7656005,mountain,NA,0
2057,delay,AM,7656005,slow,NA,0
2058,delay,AM,7656005,river,NA,0
2059,delay,AM,7656005,spider,NA,0
2060,delay,AM,7656005,foot,NA,0
2061,delay,AM,7655767,window,NA,0
2062,delay,AM,7655767,sleep,NA,0
2063,delay,AM,7655767,doctor,NA,0
2064,delay,AM,7655767,smell,NA,0
2065,delay,AM,7655767,chair,chair,1
2066,delay,AM,7655767,smoke,NA,0
2067,delay,AM,7655767,sweet,NA,0
2068,delay,AM,7655767,rough,NA,0
2069,delay,AM,7655767,needle,NA,0
2070,delay,AM,7655767,rubbish,NA,0
2071,delay,AM,7655767,anger,NA,0
2072,delay,AM,7655767,soft,NA,0
2073,delay,AM,7655767,city,city,1
2074,delay,AM,7655767,cup,NA,0
2075,delay,AM,7655767,cold,NA,0
2076,delay,AM,7655767,mountain,NA,0
2077,delay,AM,7655767,slow,slow,1
2078,delay,AM,7655767,river,NA,0
2079,delay,AM,7655767,spider,NA,0
2080,delay,AM,7655767,foot,NA,0
2081,delay,AM,7980069,window,NA,0
2082,delay,AM,7980069,sleep,NA,0
2083,delay,AM,7980069,doctor,NA,0
2084,delay,AM,7980069,smell,NA,0
2085,delay,AM,7980069,chair,chair,1
2086,delay,AM,7980069,smoke,NA,0
2087,delay,AM,7980069,sweet,NA,0
2088,delay,AM,7980069,rough,NA,0
2089,delay,AM,7980069,needle,NA,0
2090,delay,AM,7980069,rubbish,NA,0
2091,delay,AM,7980069,anger,NA,0
2092,delay,AM,7980069,soft,NA,0
2093,delay,AM,7980069,city,NA,0
2094,delay,AM,7980069,cup,cup,1
2095,delay,AM,7980069,cold,NA,0
2096,delay,AM,7980069,mountain,NA,0
2097,delay,AM,7980069,slow,NA,0
2098,delay,AM,7980069,river,river,1
2099,delay,AM,7980069,spider,NA,0
2100,delay,AM,7980069,foot,NA,0
2101,delay,AM,8377039,window,NA,0
2102,delay,AM,8377039,sleep,NA,0
2103,delay,AM,8377039,doctor,NA,0
2104,delay,AM,8377039,smell,NA,0
2105,delay,AM,8377039,chair,NA,0
2106,delay,AM,8377039,smoke,NA,0
2107,delay,AM,8377039,sweet,NA,0
2108,delay,AM,8377039,rough,NA,0
2109,delay,AM,8377039,needle,NA,0
2110,delay,AM,8377039,rubbish,NA,0
2111,delay,AM,8377039,anger,NA,0
2112,delay,AM,8377039,soft,NA,0
2113,delay,AM,8377039,city,city,1
2114,delay,AM,8377039,cup,NA,0
2115,delay,AM,8377039,cold,NA,0
2116,delay,AM,8377039,mountain,NA,0
2117,delay,AM,8377039,slow,NA,0
2118,delay,AM,8377039,river,NA,0
2119,delay,AM,8377039,spider,NA,0
2120,delay,AM,8377039,foot,NA,0
2121,delay,AM,8377641,window,NA,0
2122,delay,AM,8377641,sleep,NA,0
2123,delay,AM,8377641,doctor,NA,0
2124,delay,AM,8377641,smell,NA,0
2125,delay,AM,8377641,chair,NA,0
2126,delay,AM,8377641,smoke,NA,0
2127,delay,AM,8377641,sweet,NA,0
2128,delay,AM,8377641,rough,NA,0
2129,delay,AM,8377641,needle,NA,0
2130,delay,AM,8377641,rubbish,NA,0
2131,delay,AM,8377641,anger,NA,0
2132,delay,AM,8377641,soft,NA,0
2133,delay,AM,8377641,city,NA,0
2134,delay,AM,8377641,cup,NA,0
2135,delay,AM,8377641,cold,cold,1
2136,delay,AM,8377641,mountain,NA,0
2137,delay,AM,8377641,slow,NA,0
2138,delay,AM,8377641,river,NA,0
2139,delay,AM,8377641,spider,NA,0
2140,delay,AM,8377641,foot,NA,0
2141,delay,PM,7650194,window,NA,0
2142,delay,PM,7650194,sleep,NA,0
2143,delay,PM,7650194,doctor,NA,0
2144,delay,PM,7650194,smell,NA,0
2145,delay,PM,7650194,chair,NA,0
2146,delay,PM,7650194,smoke,NA,0
2147,delay,PM,7650194,sweet,NA,0
2148,delay,PM,7650194,rough,NA,0
2149,delay,PM,7650194,needle,NA,0
2150,delay,PM,7650194,rubbish,NA,0
2151,delay,PM,7650194,anger,NA,0
2152,delay,PM,7650194,soft,NA,0
2153,delay,PM,7650194,city,city,1
2154,delay,PM,7650194,cup,NA,0
2155,delay,PM,7650194,cold,NA,0
2156,delay,PM,7650194,mountain,NA,0
2157,delay,PM,7650194,slow,NA,0
2158,delay,PM,7650194,river,river,1
2159,delay,PM,7650194,spider,NA,0
2160,delay,PM,7650194,foot,NA,0
2161,delay,PM,7649902,window,NA,0
2162,delay,PM,7649902,sleep,NA,0
2163,delay,PM,7649902,doctor,NA,0
2164,delay,PM,7649902,smell,NA,0
2165,delay,PM,7649902,chair,NA,0
2166,delay,PM,7649902,smoke,smoke,1
2167,delay,PM,7649902,sweet,NA,0
2168,delay,PM,7649902,rough,NA,0
2169,delay,PM,7649902,needle,NA,0
2170,delay,PM,7649902,rubbish,NA,0
2171,delay,PM,7649902,anger,NA,0
2172,delay,PM,7649902,soft,NA,0
2173,delay,PM,7649902,city,NA,0
2174,delay,PM,7649902,cup,NA,0
2175,delay,PM,7649902,cold,NA,0
2176,delay,PM,7649902,mountain,NA,0
2177,delay,PM,7649902,slow,NA,0
2178,delay,PM,7649902,river,NA,0
2179,delay,PM,7649902,spider,NA,0
2180,delay,PM,7649902,foot,NA,0
2181,delay,PM,7650280,window,NA,0
2182,delay,PM,7650280,sleep,sleep,1
2183,delay,PM,7650280,doctor,NA,0
2184,delay,PM,7650280,smell,NA,0
2185,delay,PM,7650280,chair,NA,0
2186,delay,PM,7650280,smoke,smoke,1
2187,delay,PM,7650280,sweet,NA,0
2188,delay,PM,7650280,rough,NA,0
2189,delay,PM,7650280,needle,NA,0
2190,delay,PM,7650280,rubbish,NA,0
2191,delay,PM,7650280,anger,NA,0
2192,delay,PM,7650280,soft,soft,1
2193,delay,PM,7650280,city,NA,0
2194,delay,PM,7650280,cup,NA,0
2195,delay,PM,7650280,cold,NA,0
2196,delay,PM,7650280,mountain,NA,0
2197,delay,PM,7650280,slow,NA,0
2198,delay,PM,7650280,river,NA,0
2199,delay,PM,7650280,spider,NA,0
2200,delay,PM,7650280,foot,NA,0
2201,delay,PM,7657471,window,NA,0
2202,delay,PM,7657471,sleep,NA,0
2203,delay,PM,7657471,doctor,NA,0
2204,delay,PM,7657471,smell,NA,0
2205,delay,PM,7657471,chair,NA,0
2206,delay,PM,7657471,smoke,NA,0
2207,delay,PM,7657471,sweet,NA,0
2208,delay,PM,7657471,rough,NA,0
2209,delay,PM,7657471,needle,NA,0
2210,delay,PM,7657471,rubbish,NA,0
2211,delay,PM,7657471,anger,NA,0
2212,delay,PM,7657471,soft,NA,0
2213,delay,PM,7657471,city,NA,0
2214,delay,PM,7657471,cup,NA,0
2215,delay,PM,7657471,cold,NA,0
2216,delay,PM,7657471,mountain,mountin,1
2217,delay,PM,7657471,slow,NA,0
2218,delay,PM,7657471,river,NA,0
2219,delay,PM,7657471,spider,NA,0
2220,delay,PM,7657471,foot,NA,0
2221,delay,PM,7657363,window,window,1
2222,delay,PM,7657363,sleep,NA,0
2223,delay,PM,7657363,doctor,doctor,1
2224,delay,PM,7657363,smell,smell,1
2225,delay,PM,7657363,chair,NA,0
2226,delay,PM,7657363,smoke,smoke,1
2227,delay,PM,7657363,sweet,NA,0
2228,delay,PM,7657363,rough,NA,0
2229,delay,PM,7657363,needle,NA,0
2230,delay,PM,7657363,rubbish,NA,0
2231,delay,PM,7657363,anger,NA,0
2232,delay,PM,7657363,soft,NA,0
2233,delay,PM,7657363,city,NA,0
2234,delay,PM,7657363,cup,NA,0
2235,delay,PM,7657363,cold,NA,0
2236,delay,PM,7657363,mountain,NA,0
2237,delay,PM,7657363,slow,NA,0
2238,delay,PM,7657363,river,NA,0
2239,delay,PM,7657363,spider,NA,0
2240,delay,PM,7657363,foot,NA,0
2241,delay,PM,7657307,window,NA,0
2242,delay,PM,7657307,sleep,sleep,1
2243,delay,PM,7657307,doctor,NA,0
2244,delay,PM,7657307,smell,NA,0
2245,delay,PM,7657307,chair,NA,0
2246,delay,PM,7657307,smoke,NA,0
2247,delay,PM,7657307,sweet,NA,0
2248,delay,PM,7657307,rough,NA,0
2249,delay,PM,7657307,needle,NA,0
2250,delay,PM,7657307,rubbish,NA,0
2251,delay,PM,7657307,anger,NA,0
2252,delay,PM,7657307,soft,NA,0
2253,delay,PM,7657307,city,NA,0
2254,delay,PM,7657307,cup,NA,0
2255,delay,PM,7657307,cold,cold,1
2256,delay,PM,7657307,mountain,NA,0
2257,delay,PM,7657307,slow,NA,0
2258,delay,PM,7657307,river,NA,0
2259,delay,PM,7657307,spider,NA,0
2260,delay,PM,7657307,foot,NA,0
2261,delay,PM,7657514,window,NA,0
2262,delay,PM,7657514,sleep,NA,0
2263,delay,PM,7657514,doctor,NA,0
2264,delay,PM,7657514,smell,NA,0
2265,delay,PM,7657514,chair,NA,0
2266,delay,PM,7657514,smoke,NA,0
2267,delay,PM,7657514,sweet,sweet,1
2268,delay,PM,7657514,rough,NA,0
2269,delay,PM,7657514,needle,NA,0
2270,delay,PM,7657514,rubbish,NA,0
2271,delay,PM,7657514,anger,NA,0
2272,delay,PM,7657514,soft,NA,0
2273,delay,PM,7657514,city,NA,0
2274,delay,PM,7657514,cup,NA,0
2275,delay,PM,7657514,cold,NA,0
2276,delay,PM,7657514,mountain,NA,0
2277,delay,PM,7657514,slow,NA,0
2278,delay,PM,7657514,river,NA,0
2279,delay,PM,7657514,spider,NA,0
2280,delay,PM,7657514,foot,NA,0
2281,delay,PM,7657496,window,NA,0
2282,delay,PM,7657496,sleep,sleep,1
2283,delay,PM,7657496,doctor,doctor,1
2284,delay,PM,7657496,smell,NA,0
2285,delay,PM,7657496,chair,chair,1
2286,delay,PM,7657496,smoke,NA,0
2287,delay,PM,7657496,sweet,NA,0
2288,delay,PM,7657496,rough,NA,0
2289,delay,PM,7657496,needle,NA,0
2290,delay,PM,7657496,rubbish,NA,0
2291,delay,PM,7657496,anger,NA,0
2292,delay,PM,7657496,soft,NA,0
2293,delay,PM,7657496,city,NA,0
2294,delay,PM,7657496,cup,NA,0
2295,delay,PM,7657496,cold,cold,1
2296,delay,PM,7657496,mountain,NA,0
2297,delay,PM,7657496,slow,NA,0
2298,delay,PM,7657496,river,river,1
2299,delay,PM,7657496,spider,NA,0
2300,delay,PM,7657496,foot,NA,0
2301,delay,PM,7665160,window,NA,0
2302,delay,PM,7665160,sleep,NA,0
2303,delay,PM,7665160,doctor,NA,0
2304,delay,PM,7665160,smell,NA,0
2305,delay,PM,7665160,chair,NA,0
2306,delay,PM,7665160,smoke,NA,0
2307,delay,PM,7665160,sweet,NA,0
2308,delay,PM,7665160,rough,NA,0
2309,delay,PM,7665160,needle,NA,0
2310,delay,PM,7665160,rubbish,NA,0
2311,delay,PM,7665160,anger,NA,0
2312,delay,PM,7665160,soft,NA,0
2313,delay,PM,7665160,city,NA,0
2314,delay,PM,7665160,cup,NA,0
2315,delay,PM,7665160,cold,cold,1
2316,delay,PM,7665160,mountain,NA,0
2317,delay,PM,7665160,slow,NA,0
2318,delay,PM,7665160,river,NA,0
2319,delay,PM,7665160,spider,NA,0
2320,delay,PM,7665160,foot,NA,0
2321,delay,PM,7671349,window,NA,0
2322,delay,PM,7671349,sleep,sleep,1
2323,delay,PM,7671349,doctor,doctor,1
2324,delay,PM,7671349,smell,NA,0
2325,delay,PM,7671349,chair,NA,0
2326,delay,PM,7671349,smoke,NA,0
2327,delay,PM,7671349,sweet,NA,0
2328,delay,PM,7671349,rough,rough,1
2329,delay,PM,7671349,needle,NA,0
2330,delay,PM,7671349,rubbish,NA,0
2331,delay,PM,7671349,anger,NA,0
2332,delay,PM,7671349,soft,NA,0
2333,delay,PM,7671349,city,NA,0
2334,delay,PM,7671349,cup,NA,0
2335,delay,PM,7671349,cold,cold,1
2336,delay,PM,7671349,mountain,NA,0
2337,delay,PM,7671349,slow,slow,1
2338,delay,PM,7671349,river,NA,0
2339,delay,PM,7671349,spider,NA,0
2340,delay,PM,7671349,foot,NA,0
2341,delay,PM,7680305,window,window,1
2342,delay,PM,7680305,sleep,sleep,1
2343,delay,PM,7680305,doctor,NA,0
2344,delay,PM,7680305,smell,smell,1
2345,delay,PM,7680305,chair,chair,1
2346,delay,PM,7680305,smoke,smoking,1
2347,delay,PM,7680305,sweet,NA,0
2348,delay,PM,7680305,rough,NA,0
2349,delay,PM,7680305,needle,needle,1
2350,delay,PM,7680305,rubbish,rubbish,1
2351,delay,PM,7680305,anger,anger,1
2352,delay,PM,7680305,soft,NA,0
2353,delay,PM,7680305,city,city,1
2354,delay,PM,7680305,cup,cup,1
2355,delay,PM,7680305,cold,cold,1
2356,delay,PM,7680305,mountain,mountain,1
2357,delay,PM,7680305,slow,slow,1
2358,delay,PM,7680305,river,river,1
2359,delay,PM,7680305,spider,NA,0
2360,delay,PM,7680305,foot,foot,1
2361,delay,PM,7680339,window,NA,0
2362,delay,PM,7680339,sleep,NA,0
2363,delay,PM,7680339,doctor,NA,0
2364,delay,PM,7680339,smell,NA,0
2365,delay,PM,7680339,chair,NA,0
2366,delay,PM,7680339,smoke,NA,0
2367,delay,PM,7680339,sweet,NA,0
2368,delay,PM,7680339,rough,NA,0
2369,delay,PM,7680339,needle,NA,0
2370,delay,PM,7680339,rubbish,NA,0
2371,delay,PM,7680339,anger,NA,0
2372,delay,PM,7680339,soft,NA,0
2373,delay,PM,7680339,city,NA,0
2374,delay,PM,7680339,cup,NA,0
2375,delay,PM,7680339,cold,NA,0
2376,delay,PM,7680339,mountain,NA,0
2377,delay,PM,7680339,slow,NA,0
2378,delay,PM,7680339,river,NA,0
2379,delay,PM,7680339,spider,NA,0
2380,delay,PM,7680339,foot,NA,0
2381,delay,PM,7792483,window,NA,0
2382,delay,PM,7792483,sleep,NA,0
2383,delay,PM,7792483,doctor,NA,0
2384,delay,PM,7792483,smell,NA,0
2385,delay,PM,7792483,chair,NA,0
2386,delay,PM,7792483,smoke,NA,0
2387,delay,PM,7792483,sweet,NA,0
2388,delay,PM,7792483,rough,NA,0
2389,delay,PM,7792483,needle,NA,0
2390,delay,PM,7792483,rubbish,NA,0
2391,delay,PM,7792483,anger,NA,0
2392,delay,PM,7792483,soft,NA,0
2393,delay,PM,7792483,city,NA,0
2394,delay,PM,7792483,cup,NA,0
2395,delay,PM,7792483,cold,NA,0
2396,delay,PM,7792483,mountain,NA,0
2397,delay,PM,7792483,slow,slow,1
2398,delay,PM,7792483,river,NA,0
2399,delay,PM,7792483,spider,NA,0
2400,delay,PM,7792483,foot,NA,0
2401,delay,PM,7792229,window,NA,0
2402,delay,PM,7792229,sleep,NA,0
2403,delay,PM,7792229,doctor,NA,0
2404,delay,PM,7792229,smell,NA,0
2405,delay,PM,7792229,chair,NA,0
2406,delay,PM,7792229,smoke,NA,0
2407,delay,PM,7792229,sweet,NA,0
2408,delay,PM,7792229,rough,NA,0
2409,delay,PM,7792229,needle,NA,0
2410,delay,PM,7792229,rubbish,NA,0
2411,delay,PM,7792229,anger,NA,0
2412,delay,PM,7792229,soft,NA,0
2413,delay,PM,7792229,city,NA,0
2414,delay,PM,7792229,cup,NA,0
2415,delay,PM,7792229,cold,NA,0
2416,delay,PM,7792229,mountain,NA,0
2417,delay,PM,7792229,slow,NA,0
2418,delay,PM,7792229,river,river,1
2419,delay,PM,7792229,spider,NA,0
2420,delay,PM,7792229,foot,NA,0
2421,delay,PM,7792280,window,NA,0
2422,delay,PM,7792280,sleep,NA,0
2423,delay,PM,7792280,doctor,NA,0
2424,delay,PM,7792280,smell,NA,0
2425,delay,PM,7792280,chair,NA,0
2426,delay,PM,7792280,smoke,NA,0
2427,delay,PM,7792280,sweet,NA,0
2428,delay,PM,7792280,rough,NA,0
2429,delay,PM,7792280,needle,NA,0
2430,delay,PM,7792280,rubbish,NA,0
2431,delay,PM,7792280,anger,NA,0
2432,delay,PM,7792280,soft,NA,0
2433,delay,PM,7792280,city,NA,0
2434,delay,PM,7792280,cup,NA,0
2435,delay,PM,7792280,cold,cold,1
2436,delay,PM,7792280,mountain,NA,0
2437,delay,PM,7792280,slow,NA,0
2438,delay,PM,7792280,river,NA,0
2439,delay,PM,7792280,spider,NA,0
2440,delay,PM,7792280,foot,NA,0
2441,delay,PM,7792350,window,window,1
2442,delay,PM,7792350,sleep,NA,0
2443,delay,PM,7792350,doctor,NA,0
2444,delay,PM,7792350,smell,smell,1
2445,delay,PM,7792350,chair,chair,1
2446,delay,PM,7792350,smoke,NA,0
2447,delay,PM,7792350,sweet,sweet,1
2448,delay,PM,7792350,rough,rough,1
2449,delay,PM,7792350,needle,needle,1
2450,delay,PM,7792350,rubbish,NA,0
2451,delay,PM,7792350,anger,anger,1
2452,delay,PM,7792350,soft,NA,0
2453,delay,PM,7792350,city,NA,0
2454,delay,PM,7792350,cup,NA,0
2455,delay,PM,7792350,cold,cold,1
2456,delay,PM,7792350,mountain,mountain,1
2457,delay,PM,7792350,slow,NA,0
2458,delay,PM,7792350,river,river,1
2459,delay,PM,7792350,spider,NA,0
2460,delay,PM,7792350,foot,NA,0
2461,delay,PM,7799847,window,NA,0
2462,delay,PM,7799847,sleep,NA,0
2463,delay,PM,7799847,doctor,NA,0
2464,delay,PM,7799847,smell,NA,0
2465,delay,PM,7799847,chair,chair,1
2466,delay,PM,7799847,smoke,NA,0
2467,delay,PM,7799847,sweet,NA,0
2468,delay,PM,7799847,rough,NA,0
2469,delay,PM,7799847,needle,NA,0
2470,delay,PM,7799847,rubbish,NA,0
2471,delay,PM,7799847,anger,NA,0
2472,delay,PM,7799847,soft,NA,0
2473,delay,PM,7799847,city,NA,0
2474,delay,PM,7799847,cup,NA,0
2475,delay,PM,7799847,cold,NA,0
2476,delay,PM,7799847,mountain,NA,0
2477,delay,PM,7799847,slow,NA,0
2478,delay,PM,7799847,river,NA,0
2479,delay,PM,7799847,spider,spider,1
2480,delay,PM,7799847,foot,NA,0
2481,delay,PM,7799813,window,NA,0
2482,delay,PM,7799813,sleep,NA,0
2483,delay,PM,7799813,doctor,NA,0
2484,delay,PM,7799813,smell,NA,0
2485,delay,PM,7799813,chair,NA,0
2486,delay,PM,7799813,smoke,NA,0
2487,delay,PM,7799813,sweet,NA,0
2488,delay,PM,7799813,rough,NA,0
2489,delay,PM,7799813,needle,NA,0
2490,delay,PM,7799813,rubbish,NA,0
2491,delay,PM,7799813,anger,NA,0
2492,delay,PM,7799813,soft,NA,0
2493,delay,PM,7799813,city,NA,0
2494,delay,PM,7799813,cup,NA,0
2495,delay,PM,7799813,cold,NA,0
2496,delay,PM,7799813,mountain,NA,0
2497,delay,PM,7799813,slow,NA,0
2498,delay,PM,7799813,river,NA,0
2499,delay,PM,7799813,spider,NA,0
2500,delay,PM,7799813,foot,NA,0
2501,delay,PM,7808305,window,NA,0
2502,delay,PM,7808305,sleep,NA,0
2503,delay,PM,7808305,doctor,NA,0
2504,delay,PM,7808305,smell,smell,1
2505,delay,PM,7808305,chair,NA,0
2506,delay,PM,7808305,smoke,NA,0
2507,delay,PM,7808305,sweet,NA,0
2508,delay,PM,7808305,rough,NA,0
2509,delay,PM,7808305,needle,NA,0
2510,delay,PM,7808305,rubbish,NA,0
2511,delay,PM,7808305,anger,NA,0
2512,delay,PM,7808305,soft,NA,0
2513,delay,PM,7808305,city,NA,0
2514,delay,PM,7808305,cup,NA,0
2515,delay,PM,7808305,cold,NA,0
2516,delay,PM,7808305,mountain,NA,0
2517,delay,PM,7808305,slow,NA,0
2518,delay,PM,7808305,river,NA,0
2519,delay,PM,7808305,spider,NA,0
2520,delay,PM,7808305,foot,NA,0
2521,delay,PM,7808292,window,NA,0
2522,delay,PM,7808292,sleep,NA,0
2523,delay,PM,7808292,doctor,NA,0
2524,delay,PM,7808292,smell,NA,0
2525,delay,PM,7808292,chair,chair,1
