order,Delay,Test.Time,Participant.Private.ID,lure_word,original_response,lure_recalled
4708,control,AM,8270948,rough,NA,0
4709,control,AM,8270948,needle,needle,1
4710,control,AM,8270948,rubbish,NA,0
4711,control,AM,8270948,anger,NA,0
4712,control,AM,8270948,soft,NA,0
4713,control,AM,8270948,city,NA,0
4714,control,AM,8270948,cup,NA,0
4715,control,AM,8270948,cold,NA,0
4716,control,AM,8270948,mountain,NA,0
4717,control,AM,8270948,slow,NA,0
4718,control,AM,8270948,river,NA,0
4719,control,AM,8270948,spider,NA,0
4720,control,AM,8270948,foot,NA,0
4721,control,AM,8270864,window,NA,0
4722,control,AM,8270864,sleep,NA,0
4723,control,AM,8270864,doctor,NA,0
4724,control,AM,8270864,smell,NA,0
4725,control,AM,8270864,chair,NA,0
4726,control,AM,8270864,smoke,smoking,1
4727,control,AM,8270864,sweet,NA,0
4728,control,AM,8270864,rough,rough,1
4729,control,AM,8270864,needle,NA,0
4730,control,AM,8270864,rubbish,NA,0
4731,control,AM,8270864,anger,NA,0
4732,control,AM,8270864,soft,NA,0
4733,control,AM,8270864,city,NA,0
4734,control,AM,8270864,cup,NA,0
4735,control,AM,8270864,cold,cold,1
4736,control,AM,8270864,mountain,NA,0
4737,control,AM,8270864,slow,NA,0
4738,control,AM,8270864,river,NA,0
4739,control,AM,8270864,spider,NA,0
4740,control,AM,8270864,foot,NA,0
4741,control,AM,8270211,window,NA,0
4742,control,AM,8270211,sleep,NA,0
4743,control,AM,8270211,doctor,NA,0
4744,control,AM,8270211,smell,smell,1
4745,control,AM,8270211,chair,chair,1
4746,control,AM,8270211,smoke,NA,0
4747,control,AM,8270211,sweet,NA,0
4748,control,AM,8270211,rough,NA,0
4749,control,AM,8270211,needle,NA,0
4750,control,AM,8270211,rubbish,NA,0
4751,control,AM,8270211,anger,NA,0
4752,control,AM,8270211,soft,NA,0
4753,control,AM,8270211,city,NA,0
4754,control,AM,8270211,cup,NA,0
4755,control,AM,8270211,cold,NA,0
4756,control,AM,8270211,mountain,NA,0
4757,control,AM,8270211,slow,NA,0
4758,control,AM,8270211,river,NA,0
4759,control,AM,8270211,spider,NA,0
4760,control,AM,8270211,foot,NA,0
4761,control,AM,8402978,window,NA,0
4762,control,AM,8402978,sleep,NA,0
4763,control,AM,8402978,doctor,NA,0
4764,control,AM,8402978,smell,NA,0
4765,control,AM,8402978,chair,NA,0
4766,control,AM,8402978,smoke,NA,0
4767,control,AM,8402978,sweet,NA,0
4768,control,AM,8402978,rough,NA,0
4769,control,AM,8402978,needle,NA,0
4770,control,AM,8402978,rubbish,NA,0
4771,control,AM,8402978,anger,NA,0
4772,control,AM,8402978,soft,NA,0
4773,control,AM,8402978,city,NA,0
4774,control,AM,8402978,cup,NA,0
4775,control,AM,8402978,cold,NA,0
4776,control,AM,8402978,mountain,NA,0
4777,control,AM,8402978,slow,NA,0
4778,control,AM,8402978,river,NA,0
4779,control,AM,8402978,spider,NA,0
4780,control,AM,8402978,foot,NA,0
4781,control,AM,8413378,window,NA,0
4782,control,AM,8413378,sleep,NA,0
4783,control,AM,8413378,doctor,NA,0
4784,control,AM,8413378,smell,NA,0
4785,control,AM,8413378,chair,NA,0
4786,control,AM,8413378,smoke,NA,0
4787,control,AM,8413378,sweet,NA,0
4788,control,AM,8413378,rough,NA,0
4789,control,AM,8413378,needle,NA,0
4790,control,AM,8413378,rubbish,NA,0
4791,control,AM,8413378,anger,NA,0
4792,control,AM,8413378,soft,NA,0
4793,control,AM,8413378,city,NA,0
4794,control,AM,8413378,cup,NA,0
4795,control,AM,8413378,cold,NA,0
4796,control,AM,8413378,mountain,NA,0
4797,control,AM,8413378,slow,NA,0
4798,control,AM,8413378,river,NA,0
4799,control,AM,8413378,spider,NA,0
4800,control,AM,8413378,foot,NA,0
4801,control,AM,8413443,window,NA,0
4802,control,AM,8413443,sleep,NA,0
4803,control,AM,8413443,doctor,NA,0
4804,control,AM,8413443,smell,NA,0
4805,control,AM,8413443,chair,NA,0
4806,control,AM,8413443,smoke,NA,0
4807,control,AM,8413443,sweet,NA,0
4808,control,AM,8413443,rough,NA,0
4809,control,AM,8413443,needle,NA,0
4810,control,AM,8413443,rubbish,NA,0
4811,control,AM,8413443,anger,NA,0
4812,control,AM,8413443,soft,NA,0
4813,control,AM,8413443,city,NA,0
4814,control,AM,8413443,cup,NA,0
4815,control,AM,8413443,cold,NA,0
4816,control,AM,8413443,mountain,NA,0
4817,control,AM,8413443,slow,NA,0
4818,control,AM,8413443,river,NA,0
4819,control,AM,8413443,spider,NA,0
4820,control,AM,8413443,foot,NA,0
4821,control,AM,8413923,window,NA,0
4822,control,AM,8413923,sleep,NA,0
4823,control,AM,8413923,doctor,NA,0
4824,control,AM,8413923,smell,NA,0
4825,control,AM,8413923,chair,NA,0
4826,control,AM,8413923,smoke,NA,0
4827,control,AM,8413923,sweet,NA,0
4828,control,AM,8413923,rough,rough,1
4829,control,AM,8413923,needle,needle,1
4830,control,AM,8413923,rubbish,NA,0
4831,control,AM,8413923,anger,NA,0
4832,control,AM,8413923,soft,NA,0
4833,control,AM,8413923,city,NA,0
4834,control,AM,8413923,cup,NA,0
4835,control,AM,8413923,cold,NA,0
4836,control,AM,8413923,mountain,mountain,1
4837,control,AM,8413923,slow,NA,0
4838,control,AM,8413923,river,river,1
4839,control,AM,8413923,spider,NA,0
4840,control,AM,8413923,foot,NA,0
4841,control,AM,8414156,window,NA,0
4842,control,AM,8414156,sleep,NA,0
4843,control,AM,8414156,doctor,NA,0
4844,control,AM,8414156,smell,NA,0
4845,control,AM,8414156,chair,chair,1
4846,control,AM,8414156,smoke,NA,0
4847,control,AM,8414156,sweet,sweet,1
4848,control,AM,8414156,rough,NA,0
4849,control,AM,8414156,needle,NA,0
4850,control,AM,8414156,rubbish,NA,0
4851,control,AM,8414156,anger,NA,0
4852,control,AM,8414156,soft,NA,0
4853,control,AM,8414156,city,NA,0
4854,control,AM,8414156,cup,NA,0
4855,control,AM,8414156,cold,NA,0
4856,control,AM,8414156,mountain,NA,0
4857,control,AM,8414156,slow,NA,0
4858,control,AM,8414156,river,NA,0
4859,control,AM,8414156,spider,NA,0
4860,control,AM,8414156,foot,NA,0
4861,control,AM,7930688,window,NA,0
4862,control,AM,7930688,sleep,NA,0
4863,control,AM,7930688,doctor,NA,0
4864,control,AM,7930688,smell,NA,0
4865,control,AM,7930688,chair,NA,0
4866,control,AM,7930688,smoke,smoke,1
4867,control,AM,7930688,sweet,NA,0
4868,control,AM,7930688,rough,NA,0
4869,control,AM,7930688,needle,NA,0
4870,control,AM,7930688,rubbish,NA,0
4871,control,AM,7930688,anger,anger,1
4872,control,AM,7930688,soft,NA,0
4873,control,AM,7930688,city,NA,0
4874,control,AM,7930688,cup,NA,0
4875,control,AM,7930688,cold,NA,0
4876,control,AM,7930688,mountain,NA,0
4877,control,AM,7930688,slow,NA,0
4878,control,AM,7930688,river,NA,0
4879,control,AM,7930688,spider,NA,0
4880,control,AM,7930688,foot,NA,0
4881,control,AM,7921326,window,NA,0
4882,control,AM,7921326,sleep,NA,0
4883,control,AM,7921326,doctor,NA,0
4884,control,AM,7921326,smell,NA,0
4885,control,AM,7921326,chair,NA,0
4886,control,AM,7921326,smoke,NA,0
4887,control,AM,7921326,sweet,NA,0
4888,control,AM,7921326,rough,NA,0
4889,control,AM,7921326,needle,NA,0
4890,control,AM,7921326,rubbish,NA,0
4891,control,AM,7921326,anger,NA,0
4892,control,AM,7921326,soft,NA,0
4893,control,AM,7921326,city,city,1
4894,control,AM,7921326,cup,NA,0
4895,control,AM,7921326,cold,cold,1
4896,control,AM,7921326,mountain,NA,0
4897,control,AM,7921326,slow,NA,0
4898,control,AM,7921326,river,NA,0
4899,control,AM,7921326,spider,NA,0
4900,control,AM,7921326,foot,NA,0
4901,control,AM,7921262,window,NA,0
4902,control,AM,7921262,sleep,NA,0
4903,control,AM,7921262,doctor,NA,0
4904,control,AM,7921262,smell,NA,0
4905,control,AM,7921262,chair,NA,0
4906,control,AM,7921262,smoke,smoke,1
4907,control,AM,7921262,sweet,NA,0
4908,control,AM,7921262,rough,NA,0
4909,control,AM,7921262,needle,NA,0
4910,control,AM,7921262,rubbish,NA,0
4911,control,AM,7921262,anger,NA,0
4912,control,AM,7921262,soft,NA,0
4913,control,AM,7921262,city,NA,0
4914,control,AM,7921262,cup,NA,0
4915,control,AM,7921262,cold,NA,0
4916,control,AM,7921262,mountain,NA,0
4917,control,AM,7921262,slow,NA,0
4918,control,AM,7921262,river,NA,0
4919,control,AM,7921262,spider,NA,0
4920,control,AM,7921262,foot,NA,0
4921,control,AM,7880665,window,NA,0
4922,control,AM,7880665,sleep,NA,0
4923,control,AM,7880665,doctor,NA,0
4924,control,AM,7880665,smell,NA,0
4925,control,AM,7880665,chair,NA,0
4926,control,AM,7880665,smoke,NA,0
4927,control,AM,7880665,sweet,NA,0
4928,control,AM,7880665,rough,NA,0
4929,control,AM,7880665,needle,NA,0
4930,control,AM,7880665,rubbish,NA,0
4931,control,AM,7880665,anger,anger,1
4932,control,AM,7880665,soft,NA,0
4933,control,AM,7880665,city,NA,0
4934,control,AM,7880665,cup,NA,0
4935,control,AM,7880665,cold,NA,0
4936,control,AM,7880665,mountain,mountain,1
4937,control,AM,7880665,slow,NA,0
4938,control,AM,7880665,river,NA,0
4939,control,AM,7880665,spider,spider,1
4940,control,AM,7880665,foot,NA,0
4941,control,AM,7880657,window,NA,0
4942,control,AM,7880657,sleep,NA,0
4943,control,AM,7880657,doctor,NA,0
4944,control,AM,7880657,smell,NA,0
4945,control,AM,7880657,chair,NA,0
4946,control,AM,7880657,smoke,NA,0
4947,control,AM,7880657,sweet,NA,0
4948,control,AM,7880657,rough,NA,0
4949,control,AM,7880657,needle,NA,0
4950,control,AM,7880657,rubbish,NA,0
4951,control,AM,7880657,anger,NA,0
4952,control,AM,7880657,soft,NA,0
4953,control,AM,7880657,city,NA,0
4954,control,AM,7880657,cup,NA,0
4955,control,AM,7880657,cold,NA,0
4956,control,AM,7880657,mountain,NA,0
4957,control,AM,7880657,slow,slow,1
4958,control,AM,7880657,river,NA,0
4959,control,AM,7880657,spider,NA,0
4960,control,AM,7880657,foot,NA,0
4961,control,AM,7863267,window,NA,0
4962,control,AM,7863267,sleep,NA,0
4963,control,AM,7863267,doctor,NA,0
4964,control,AM,7863267,smell,NA,0
4965,control,AM,7863267,chair,NA,0
4966,control,AM,7863267,smoke,NA,0
4967,control,AM,7863267,sweet,NA,0
4968,control,AM,7863267,rough,NA,0
4969,control,AM,7863267,needle,NA,0
4970,control,AM,7863267,rubbish,NA,0
4971,control,AM,7863267,anger,NA,0
4972,control,AM,7863267,soft,NA,0
4973,control,AM,7863267,city,NA,0
4974,control,AM,7863267,cup,NA,0
4975,control,AM,7863267,cold,NA,0
4976,control,AM,7863267,mountain,NA,0
4977,control,AM,7863267,slow,NA,0
4978,control,AM,7863267,river,NA,0
4979,control,AM,7863267,spider,NA,0
4980,control,AM,7863267,foot,NA,0
4981,control,AM,7863141,window,NA,0
4982,control,AM,7863141,sleep,NA,0
4983,control,AM,7863141,doctor,NA,0
4984,control,AM,7863141,smell,NA,0
4985,control,AM,7863141,chair,NA,0
4986,control,AM,7863141,smoke,NA,0
4987,control,AM,7863141,sweet,NA,0
4988,control,AM,7863141,rough,NA,0
4989,control,AM,7863141,needle,needle,1
4990,control,AM,7863141,rubbish,NA,0
4991,control,AM,7863141,anger,NA,0
4992,control,AM,7863141,soft,NA,0
4993,control,AM,7863141,city,NA,0
4994,control,AM,7863141,cup,NA,0
4995,control,AM,7863141,cold,NA,0
4996,control,AM,7863141,mountain,mountain,1
4997,control,AM,7863141,slow,NA,0
4998,control,AM,7863141,river,river,1
4999,control,AM,7863141,spider,NA,0
5000,control,AM,7863141,foot,NA,0
5001,control,AM,7863105,window,window,1
5002,control,AM,7863105,sleep,NA,0
5003,control,AM,7863105,doctor,doctor,1
5004,control,AM,7863105,smell,smell,1
5005,control,AM,7863105,chair,NA,0
5006,control,AM,7863105,smoke,NA,0
5007,control,AM,7863105,sweet,sweets,1
5008,control,AM,7863105,rough,NA,0
5009,control,AM,7863105,needle,needle,1
5010,control,AM,7863105,rubbish,NA,0
5011,control,AM,7863105,anger,anger,1
5012,control,AM,7863105,soft,NA,0
5013,control,AM,7863105,city,NA,0
5014,control,AM,7863105,cup,NA,0
5015,control,AM,7863105,cold,cold,1
5016,control,AM,7863105,mountain,NA,0
5017,control,AM,7863105,slow,NA,0
5018,control,AM,7863105,river,river,1
5019,control,AM,7863105,spider,NA,0
5020,control,AM,7863105,foot,foot,1
5021,control,AM,7862570,window,window,1
5022,control,AM,7862570,sleep,NA,0
5023,control,AM,7862570,doctor,NA,0
5024,control,AM,7862570,smell,NA,0
5025,control,AM,7862570,chair,NA,0
5026,control,AM,7862570,smoke,NA,0
5027,control,AM,7862570,sweet,sweets,1
5028,control,AM,7862570,rough,NA,0
5029,control,AM,7862570,needle,needle,1
5030,control,AM,7862570,rubbish,NA,0
5031,control,AM,7862570,anger,NA,0
5032,control,AM,7862570,soft,soft,1
5033,control,AM,7862570,city,NA,0
5034,control,AM,7862570,cup,NA,0
5035,control,AM,7862570,cold,NA,0
5036,control,AM,7862570,mountain,NA,0
5037,control,AM,7862570,slow,NA,0
5038,control,AM,7862570,river,NA,0
5039,control,AM,7862570,spider,NA,0
5040,control,AM,7862570,foot,NA,0
5041,control,AM,7862286,window,NA,0
5042,control,AM,7862286,sleep,NA,0
5043,control,AM,7862286,doctor,NA,0
5044,control,AM,7862286,smell,NA,0
5045,control,AM,7862286,chair,NA,0
5046,control,AM,7862286,smoke,NA,0
5047,control,AM,7862286,sweet,NA,0
5048,control,AM,7862286,rough,NA,0
5049,control,AM,7862286,needle,NA,0
5050,control,AM,7862286,rubbish,NA,0
5051,control,AM,7862286,anger,NA,0
5052,control,AM,7862286,soft,NA,0
5053,control,AM,7862286,city,NA,0
5054,control,AM,7862286,cup,NA,0
5055,control,AM,7862286,cold,NA,0
5056,control,AM,7862286,mountain,NA,0
5057,control,AM,7862286,slow,NA,0
5058,control,AM,7862286,river,NA,0
5059,control,AM,7862286,spider,NA,0
5060,control,AM,7862286,foot,NA,0
5061,control,AM,7861883,window,NA,0
5062,control,AM,7861883,sleep,NA,0
5063,control,AM,7861883,doctor,NA,0
5064,control,AM,7861883,smell,smell,1
5065,control,AM,7861883,chair,NA,0
5066,control,AM,7861883,smoke,NA,0
5067,control,AM,7861883,sweet,NA,0
5068,control,AM,7861883,rough,NA,0
5069,control,AM,7861883,needle,NA,0
5070,control,AM,7861883,rubbish,NA,0
5071,control,AM,7861883,anger,anger,1
5072,control,AM,7861883,soft,NA,0
5073,control,AM,7861883,city,city,1
5074,control,AM,7861883,cup,NA,0
5075,control,AM,7861883,cold,NA,0
5076,control,AM,7861883,mountain,mountain,1
5077,control,AM,7861883,slow,NA,0
5078,control,AM,7861883,river,river,1
5079,control,AM,7861883,spider,NA,0
5080,control,AM,7861883,foot,foot,1
5081,control,AM,7860065,window,NA,0
5082,control,AM,7860065,sleep,NA,0
5083,control,AM,7860065,doctor,doctor,1
5084,control,AM,7860065,smell,NA,0
5085,control,AM,7860065,chair,NA,0
5086,control,AM,7860065,smoke,NA,0
5087,control,AM,7860065,sweet,NA,0
5088,control,AM,7860065,rough,NA,0
5089,control,AM,7860065,needle,needle,1
5090,control,AM,7860065,rubbish,NA,0
5091,control,AM,7860065,anger,NA,0
5092,control,AM,7860065,soft,NA,0
5093,control,AM,7860065,city,NA,0
5094,control,AM,7860065,cup,cup,1
5095,control,AM,7860065,cold,cold,1
5096,control,AM,7860065,mountain,mountain,1
5097,control,AM,7860065,slow,NA,0
5098,control,AM,7860065,river,river,1
5099,control,AM,7860065,spider,NA,0
5100,control,AM,7860065,foot,NA,0
5101,control,AM,7743947,window,window,1
5102,control,AM,7743947,sleep,sleep,1
5103,control,AM,7743947,doctor,NA,0
5104,control,AM,7743947,smell,smell,1
5105,control,AM,7743947,chair,NA,0
5106,control,AM,7743947,smoke,NA,0
5107,control,AM,7743947,sweet,NA,0
5108,control,AM,7743947,rough,NA,0
5109,control,AM,7743947,needle,NA,0
5110,control,AM,7743947,rubbish,NA,0
5111,control,AM,7743947,anger,NA,0
5112,control,AM,7743947,soft,NA,0
5113,control,AM,7743947,city,NA,0
5114,control,AM,7743947,cup,NA,0
5115,control,AM,7743947,cold,NA,0
5116,control,AM,7743947,mountain,NA,0
5117,control,AM,7743947,slow,NA,0
5118,control,AM,7743947,river,NA,0
5119,control,AM,7743947,spider,NA,0
5120,control,AM,7743947,foot,NA,0
5121,control,AM,7734191,window,NA,0
5122,control,AM,7734191,sleep,NA,0
5123,control,AM,7734191,doctor,NA,0
5124,control,AM,7734191,smell,NA,0
5125,control,AM,7734191,chair,NA,0
5126,control,AM,7734191,smoke,NA,0
5127,control,AM,7734191,sweet,NA,0
5128,control,AM,7734191,rough,NA,0
5129,control,AM,7734191,needle,NA,0
5130,control,AM,7734191,rubbish,NA,0
5131,control,AM,7734191,anger,NA,0
5132,control,AM,7734191,soft,NA,0
5133,control,AM,7734191,city,NA,0
5134,control,AM,7734191,cup,NA,0
5135,control,AM,7734191,cold,NA,0
5136,control,AM,7734191,mountain,NA,0
5137,control,AM,7734191,slow,NA,0
5138,control,AM,7734191,river,NA,0
5139,control,AM,7734191,spider,NA,0
5140,control,AM,7734191,foot,NA,0
5141,control,AM,7734084,window,NA,0
5142,control,AM,7734084,sleep,NA,0
5143,control,AM,7734084,doctor,NA,0
5144,control,AM,7734084,smell,NA,0
5145,control,AM,7734084,chair,chair,1
5146,control,AM,7734084,smoke,NA,0
5147,control,AM,7734084,sweet,NA,0
5148,control,AM,7734084,rough,rough,1
5149,control,AM,7734084,needle,NA,0
5150,control,AM,7734084,rubbish,NA,0
5151,control,AM,7734084,anger,NA,0
5152,control,AM,7734084,soft,NA,0
5153,control,AM,7734084,city,NA,0
5154,control,AM,7734084,cup,NA,0
5155,control,AM,7734084,cold,NA,0
5156,control,AM,7734084,mountain,NA,0
5157,control,AM,7734084,slow,slow,1
5158,control,AM,7734084,river,river,1
5159,control,AM,7734084,spider,NA,0
5160,control,AM,7734084,foot,NA,0
5161,control,AM,7733742,window,NA,0
5162,control,AM,7733742,sleep,NA,0
5163,control,AM,7733742,doctor,doctor,1
5164,control,AM,7733742,smell,NA,0
5165,control,AM,7733742,chair,NA,0
5166,control,AM,7733742,smoke,NA,0
5167,control,AM,7733742,sweet,NA,0
5168,control,AM,7733742,rough,NA,0
5169,control,AM,7733742,needle,NA,0
5170,control,AM,7733742,rubbish,NA,0
5171,control,AM,7733742,anger,anger,1
5172,control,AM,7733742,soft,NA,0
5173,control,AM,7733742,city,city,1
5174,control,AM,7733742,cup,NA,0
5175,control,AM,7733742,cold,NA,0
5176,control,AM,7733742,mountain,NA,0
5177,control,AM,7733742,slow,NA,0
5178,control,AM,7733742,river,NA,0
5179,control,AM,7733742,spider,NA,0
5180,control,AM,7733742,foot,NA,0
5181,control,AM,7729318,window,window,1
5182,control,AM,7729318,sleep,sleep,1
5183,control,AM,7729318,doctor,NA,0
5184,control,AM,7729318,smell,NA,0
5185,control,AM,7729318,chair,chair,1
5186,control,AM,7729318,smoke,NA,0
5187,control,AM,7729318,sweet,NA,0
5188,control,AM,7729318,rough,rough,1
5189,control,AM,7729318,needle,NA,0
5190,control,AM,7729318,rubbish,NA,0
5191,control,AM,7729318,anger,NA,0
5192,control,AM,7729318,soft,NA,0
5193,control,AM,7729318,city,city,1
5194,control,AM,7729318,cup,NA,0
5195,control,AM,7729318,cold,cold,1
5196,control,AM,7729318,mountain,NA,0
5197,control,AM,7729318,slow,NA,0
5198,control,AM,7729318,river,NA,0
5199,control,AM,7729318,spider,NA,0
5200,control,AM,7729318,foot,feet,1
5201,control,AM,7729295,window,NA,0
5202,control,AM,7729295,sleep,NA,0
5203,control,AM,7729295,doctor,NA,0
5204,control,AM,7729295,smell,NA,0
5205,control,AM,7729295,chair,NA,0
5206,control,AM,7729295,smoke,NA,0
5207,control,AM,7729295,sweet,NA,0
5208,control,AM,7729295,rough,NA,0
5209,control,AM,7729295,needle,NA,0
5210,control,AM,7729295,rubbish,NA,0
5211,control,AM,7729295,anger,NA,0
5212,control,AM,7729295,soft,NA,0
5213,control,AM,7729295,city,NA,0
5214,control,AM,7729295,cup,NA,0
5215,control,AM,7729295,cold,NA,0
5216,control,AM,7729295,mountain,mountain,1
5217,control,AM,7729295,slow,NA,0
5218,control,AM,7729295,river,NA,0
5219,control,AM,7729295,spider,NA,0
5220,control,AM,7729295,foot,NA,0
5221,control,AM,7729299,window,NA,0
5222,control,AM,7729299,sleep,NA,0
5223,control,AM,7729299,doctor,NA,0
5224,control,AM,7729299,smell,NA,0
5225,control,AM,7729299,chair,NA,0
5226,control,AM,7729299,smoke,NA,0
5227,control,AM,7729299,sweet,NA,0
5228,control,AM,7729299,rough,rough,1
5229,control,AM,7729299,needle,NA,0
5230,control,AM,7729299,rubbish,NA,0
5231,control,AM,7729299,anger,NA,0
5232,control,AM,7729299,soft,soft,1
5233,control,AM,7729299,city,NA,0
5234,control,AM,7729299,cup,NA,0
5235,control,AM,7729299,cold,NA,0
5236,control,AM,7729299,mountain,NA,0
5237,control,AM,7729299,slow,slow,1
5238,control,AM,7729299,river,NA,0
5239,control,AM,7729299,spider,NA,0
5240,control,AM,7729299,foot,NA,0
5241,control,AM,7727187,window,window,1
5242,control,AM,7727187,sleep,sleep,1
5243,control,AM,7727187,doctor,NA,0
5244,control,AM,7727187,smell,NA,0
5245,control,AM,7727187,chair,NA,0
5246,control,AM,7727187,smoke,NA,0
5247,control,AM,7727187,sweet,sweet,1
5248,control,AM,7727187,rough,NA,0
5249,control,AM,7727187,needle,NA,0
5250,control,AM,7727187,rubbish,NA,0
5251,control,AM,7727187,anger,NA,0
5252,control,AM,7727187,soft,NA,0
5253,control,AM,7727187,city,NA,0
5254,control,AM,7727187,cup,NA,0
5255,control,AM,7727187,cold,NA,0
5256,control,AM,7727187,mountain,NA,0
5257,control,AM,7727187,slow,NA,0
5258,control,AM,7727187,river,NA,0
5259,control,AM,7727187,spider,NA,0
5260,control,AM,7727187,foot,NA,0
5261,control,AM,7727183,window,NA,0
5262,control,AM,7727183,sleep,NA,0
5263,control,AM,7727183,doctor,NA,0
5264,control,AM,7727183,smell,NA,0
5265,control,AM,7727183,chair,NA,0
5266,control,AM,7727183,smoke,NA,0
5267,control,AM,7727183,sweet,NA,0
5268,control,AM,7727183,rough,NA,0
5269,control,AM,7727183,needle,NA,0
5270,control,AM,7727183,rubbish,NA,0
5271,control,AM,7727183,anger,NA,0
5272,control,AM,7727183,soft,NA,0
5273,control,AM,7727183,city,NA,0
5274,control,AM,7727183,cup,NA,0
5275,control,AM,7727183,cold,NA,0
5276,control,AM,7727183,mountain,NA,0
5277,control,AM,7727183,slow,NA,0
5278,control,AM,7727183,river,NA,0
5279,control,AM,7727183,spider,NA,0
5280,control,AM,7727183,foot,NA,0
5281,control,AM,7727161,window,NA,0
5282,control,AM,7727161,sleep,NA,0
5283,control,AM,7727161,doctor,NA,0
5284,control,AM,7727161,smell,NA,0
5285,control,AM,7727161,chair,NA,0
5286,control,AM,7727161,smoke,NA,0
5287,control,AM,7727161,sweet,NA,0
5288,control,AM,7727161,rough,NA,0
5289,control,AM,7727161,needle,NA,0
5290,control,AM,7727161,rubbish,rubbish,1
5291,control,AM,7727161,anger,NA,0
5292,control,AM,7727161,soft,NA,0
5293,control,AM,7727161,city,city,1
5294,control,AM,7727161,cup,NA,0
5295,control,AM,7727161,cold,NA,0
5296,control,AM,7727161,mountain,NA,0
5297,control,AM,7727161,slow,NA,0
5298,control,AM,7727161,river,river,1
5299,control,AM,7727161,spider,NA,0
5300,control,AM,7727161,foot,NA,0
5301,control,AM,7727146,window,NA,0
5302,control,AM,7727146,sleep,NA,0
5303,control,AM,7727146,doctor,NA,0
5304,control,AM,7727146,smell,smell,1
5305,control,AM,7727146,chair,NA,0
5306,control,AM,7727146,smoke,NA,0
5307,control,AM,7727146,sweet,NA,0
5308,control,AM,7727146,rough,NA,0
5309,control,AM,7727146,needle,NA,0
5310,control,AM,7727146,rubbish,NA,0
5311,control,AM,7727146,anger,NA,0
5312,control,AM,7727146,soft,NA,0
5313,control,AM,7727146,city,NA,0
5314,control,AM,7727146,cup,NA,0
5315,control,AM,7727146,cold,cold,1
5316,control,AM,7727146,mountain,NA,0
5317,control,AM,7727146,slow,NA,0
5318,control,AM,7727146,river,NA,0
5319,control,AM,7727146,spider,NA,0
5320,control,AM,7727146,foot,NA,0
5321,control,AM,7727055,window,NA,0
5322,control,AM,7727055,sleep,sleep,1
5323,control,AM,7727055,doctor,doctor,1
5324,control,AM,7727055,smell,NA,0
5325,control,AM,7727055,chair,NA,0
5326,control,AM,7727055,smoke,NA,0
5327,control,AM,7727055,sweet,NA,0
5328,control,AM,7727055,rough,NA,0
5329,control,AM,7727055,needle,NA,0
5330,control,AM,7727055,rubbish,NA,0
5331,control,AM,7727055,anger,NA,0
5332,control,AM,7727055,soft,NA,0
5333,control,AM,7727055,city,NA,0
5334,control,AM,7727055,cup,NA,0
5335,control,AM,7727055,cold,NA,0
5336,control,AM,7727055,mountain,mountain,1
5337,control,AM,7727055,slow,NA,0
5338,control,AM,7727055,river,NA,0
5339,control,AM,7727055,spider,NA,0
5340,control,AM,7727055,foot,foot,1
5341,control,AM,7727056,window,NA,0
5342,control,AM,7727056,sleep,NA,0
5343,control,AM,7727056,doctor,NA,0
5344,control,AM,7727056,smell,NA,0
5345,control,AM,7727056,chair,NA,0
5346,control,AM,7727056,smoke,NA,0
5347,control,AM,7727056,sweet,NA,0
5348,control,AM,7727056,rough,NA,0
5349,control,AM,7727056,needle,NA,0
5350,control,AM,7727056,rubbish,NA,0
5351,control,AM,7727056,anger,NA,0
5352,control,AM,7727056,soft,NA,0
5353,control,AM,7727056,city,NA,0
5354,control,AM,7727056,cup,NA,0
5355,control,AM,7727056,cold,NA,0
5356,control,AM,7727056,mountain,NA,0
5357,control,AM,7727056,slow,NA,0
5358,control,AM,7727056,river,NA,0
5359,control,AM,7727056,spider,NA,0
5360,control,AM,7727056,foot,foot,1
5361,control,AM,7636827,window,NA,0
5362,control,AM,7636827,sleep,NA,0
5363,control,AM,7636827,doctor,NA,0
5364,control,AM,7636827,smell,NA,0
5365,control,AM,7636827,chair,NA,0
5366,control,AM,7636827,smoke,NA,0
5367,control,AM,7636827,sweet,NA,0
5368,control,AM,7636827,rough,NA,0
5369,control,AM,7636827,needle,NA,0
5370,control,AM,7636827,rubbish,NA,0
5371,control,AM,7636827,anger,anger,1
5372,control,AM,7636827,soft,NA,0
5373,control,AM,7636827,city,NA,0
5374,control,AM,7636827,cup,NA,0
5375,control,AM,7636827,cold,NA,0
5376,control,AM,7636827,mountain,NA,0
5377,control,AM,7636827,slow,NA,0
5378,control,AM,7636827,river,river,1
5379,control,AM,7636827,spider,NA,0
5380,control,AM,7636827,foot,NA,0
5381,control,AM,7636753,window,NA,0
5382,control,AM,7636753,sleep,NA,0
5383,control,AM,7636753,doctor,NA,0
5384,control,AM,7636753,smell,NA,0
5385,control,AM,7636753,chair,NA,0
5386,control,AM,7636753,smoke,NA,0
5387,control,AM,7636753,sweet,NA,0
5388,control,AM,7636753,rough,NA,0
5389,control,AM,7636753,needle,NA,0
5390,control,AM,7636753,rubbish,NA,0
5391,control,AM,7636753,anger,NA,0
5392,control,AM,7636753,soft,NA,0
5393,control,AM,7636753,city,NA,0
5394,control,AM,7636753,cup,NA,0
5395,control,AM,7636753,cold,NA,0
5396,control,AM,7636753,mountain,NA,0
5397,control,AM,7636753,slow,NA,0
